"pkg_name","pkg_version","pkg_source_path","date_time","executor","sysname","version","release","machine","comments","has_bug_reports_url","license","has_examples","has_maintainer","size_codebase","has_news","has_source_control","has_vignettes","has_website","news_current","export_help","export_calc","check","covr","dependencies","dep_score","revdep_score","overall_risk_score","risk_profile"
"shinytest2","0.3.1","/home/u1004798/tmp/temp_file_74843003164f/shinytest2","2024-07-23 07:36:12","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.03402903811252269,1,1,1,1,1,1,0.594831368414695,0,0,"testthat (>= 3.1.2)#R6 (>= 2.4.0)#callr#checkmate (>= 2.0.0)#chromote (>=
0.1.2)#crayon#ellipsis#fs#globals (>= 0.14.0)#httr#jsonlite#pingr#rlang (>= 0.3.0)#rmarkdown#shiny#withr#deSolve#diffobj#ggplot2#knitr#plotly#png#rstudioapi#shinyWidgets#shinytest (>= 1.5.1)#shinyvalidate (>= 0.1.2)#showimage#usethis#vdiffr (>= 1.0.0)#spelling#cpp11#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo",0.9975273768433653,0.6822068090151244,0.3699460103939708,"High"
"shinyTree","0.3.1","/home/u1004798/tmp/temp_file_74847bee4592/shinyTree","2024-07-23 07:39:31","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.2027027027027027,0,0,0,0,0,1,0.6036851467291002,0,0,"methods#shiny (>= 0.9.0)#htmlwidgets#jsonlite#stringr#promises#testthat#shinytest#data.tree#Depends#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.0066928509242848554,0.2251211526713282,0.7500766082914451,"High"
"shinyWidgets","0.8.0","/home/u1004798/tmp/temp_file_74844b9b62fa/shinyWidgets","2024-07-23 07:42:04","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.025337837837837836,1,1,0,1,1,1,0.16639699790516937,0.65,0.5577000000000001,"anytime#bslib#sass#shiny (>= 1.6.0)#htmltools (>= 0.5.1)#jsonlite#grDevices#rlang#testthat#covr#ggplot2#DT#scales#shinydashboard#shinydashboardPlus#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.11920292202211755,0.9889120234606693,0.3854821830514259,"High"
"RaggedExperiment","1.17.4","/home/u1004798/tmp/temp_file_48cf23037eac/RaggedExperiment","2024-07-23 10:26:07","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.22421524663677128,1,0,1,0,0,0.2903225806451613,0.6224593312018546,0.35,0.8497,"GenomicRanges (>= 1.37.17)#BiocGenerics#GenomeInfoDb#IRanges#Matrix#MatrixGenerics#methods#S4Vectors#stats#SummarizedExperiment#BiocStyle#knitr#rmarkdown#testthat#MultiAssayExperiment#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.11920292202211755,0.34187962645944175,0.47505076729394524,"High"
"AsioHeaders","1.22.1-2","/home/u1004798/tmp/temp_file_648249185e36/AsioHeaders","2024-07-23 14:47:00","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,0,1,0,0,1,0,1,0,0,0.7772998611746912,0.65,0,"",7.484622751061123e-5,0.20261296809401,0.6708929069140854,"High"
"nestcolor","0.1.2","/home/u1004798/tmp/temp_file_102f3afd1728/nestcolor","2024-07-23 16:08:58","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.6521739130434783,1,1,1,1,1,1,0.7102187327600622,0.5,0.9178000000000001,"checkmate#ggplot2 (>= 3.4.0)#lifecycle#knitr#rmarkdown#testthat (>= 2.0)#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.0015011822567369917,0.2251211526713282,0.2586481609355349,"Medium"
"teal.logger","0.1.3","/home/u1004798/tmp/temp_file_102f23bd6c28/teal.logger","2024-07-23 16:11:20","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",0,0,1,1,0.6097560975609756,1,0,1,0,1,1,0.6935964531536976,0.5,0.9,"glue#lifecycle#logger (>= 0.2.0)#shiny#withr#knitr#rmarkdown#testthat (>= 2.0)#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.004070137715896128,0.2463761405226441,0.41003301198881115,"High"
"teal.modules.hermes","0.1.5.9005","/home/u1004798/tmp/temp_file_102f51dde52d/teal.modules.hermes","2024-07-23 16:13:40","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,0.9069767441860465,1,0.04848093083387201,1,1,1,1,1,1,0.31743938770991065,0.4,0.26539999999999997,"ggplot2#shiny#teal (>= 0.14.0)#checkmate#DT#edgeR#forcats#hermes (>= 0.99.5)#lifecycle#logger (>= 0.2.0)#MultiAssayExperiment#rtables (>= 0.5.1)#S4Vectors#shinyRadioMatrix (>= 0.2.1)#shinyWidgets#stats#stringr#SummarizedExperiment#teal.data (>= 0.3.0)#teal.logger (>= 0.1.1)#teal.reporter (>= 0.2.0)#teal.widgets
(>= 0.4.0)#tern (>= 0.7.10)#BiocStyle#covr#dplyr#globals#knitr#matrixStats#R6#rmarkdown#rvest#shinytest2 (>= 0.2.0)#testthat (>= 2.0)#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.9994472213630764,0.09655800624682276,0.30429596364433775,"Medium"
"bookdown","0.36","/home/u1004798/tmp/temp_file_386f2434f5d4/bookdown","2024-07-23 16:21:28","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.04690431519699812,0,1,1,1,0,1,0.4277337333052331,0.30000000000000004,0.4498,"htmltools (>= 0.3.6)#knitr (>= 1.38)#rmarkdown (>= 2.14)#jquerylib#xfun (>= 0.39)#tinytex (>= 0.12)#yaml (>= 2.1.19)#bslib (>= 0.2.4)#downlit (>= 0.4.0)#htmlwidgets#jsonlite#rstudioapi#miniUI#rsconnect (>= 0.4.3)#servr (>= 0.13)#shiny#tibble#testit (>= 0.9)#tufte#xml2#webshot#testthat
(>= 3.1.0)#withr (>= 2.3.0)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.8807970779778823,0.9882810977555002,0.3623085771652763,"High"
"chromote","0.1.2","/home/u1004798/tmp/temp_file_386f35c2040c/chromote","2024-07-23 16:24:31","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,0.3333333333333333,1,0.08508224617129893,1,1,0,1,1,0.7272727272727273,0.5193393621678254,0.65,0.0579,"curl#fastmap#jsonlite#later (>= 1.1.0)#magrittr#processx#promises (>= 1.1.1)#R6#rlang#websocket (>= 1.2.0)#showimage#testthat (>= 3.0.0)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests",0.02931223075135632,0.47134452688154255,0.5192204697853608,"High"
"colourpicker","1.3.0","/home/u1004798/tmp/temp_file_386f330d053e/colourpicker","2024-07-23 16:27:49","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.1327433628318584,1,1,0,1,1,1,0.6542169715591484,0.65,0,"ggplot2#htmltools#htmlwidgets (>= 0.7)#jsonlite#miniUI (>=
0.1.1)#shiny (>= 0.11.1)#shinyjs (>= 2.0.0)#utils#knitr (>= 1.7)#rmarkdown#rstudioapi (>= 0.5)#shinydisconnect#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.02931223075135632,0.8497394504176062,0.44325849951670737,"High"
"r2rtf","1.1.0","/home/u1004798/tmp/temp_file_386f2659b54/r2rtf","2024-07-23 16:30:20","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.04843396835647401,1,1,1,1,1,1,0.5471940506865706,0.5,0.9228000000000001,"grDevices#tools#covr#dplyr#emmeans#ggplot2#knitr#magrittr#officer#rmarkdown#stringi#testthat#tidyr#xml2#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.07585818002124355,0.3053701608804481,0.28078490317741567,"Medium"
"vdiffr","1.0.7","/home/u1004798/tmp/temp_file_386faf8b4c2/vdiffr","2024-07-23 16:33:13","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0,1,1,0,1,1,1,0.7102187327600622,0.65,0.0027,"diffobj#glue#grDevices#htmltools#lifecycle#rlang#testthat (>= 3.0.3)#xml2 (>= 1.0.0)#covr#ggplot2 (>= 3.2.0)#roxygen2#withr#cpp11#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#LinkingTo",0.04742587317756678,0.9982337805194078,0.4411157765910029,"High"
"websocket","1.4.1","/home/u1004798/tmp/temp_file_386f26518d2e/websocket","2024-07-23 16:36:09","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.4373177842565598,1,0,1,0,1,1,0.7310585786300049,0.050000000000000044,0.4489,"R6#later (>= 1.2.0)#cpp11#AsioHeaders#later#httpuv#testthat#knitr#rmarkdown#Imports#Imports#LinkingTo#LinkingTo#LinkingTo#Suggests#Suggests#Suggests#Suggests",0.0066928509242848554,0.26672099661068716,0.5009402531156791,"High"
"ComplexHeatmap","2.10.0","/home/u1004798/tmp/temp_file_61c15e0e6eaf/ComplexHeatmap","2024-07-24 07:05:14","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",0,0,1,1,0.008076239702794379,0,1,1,1,0,0.9952830188679245,0.10869877061782529,0.1499999999999999,0.6862999999999999,"methods#grid#graphics#stats#grDevices#circlize (>= 0.4.5)#GetoptLong#colorspace#clue#RColorBrewer#GlobalOptions (>= 0.1.0)#png#digest#IRanges#matrixStats#foreach#doParallel#testthat (>= 1.0.0)#knitr#markdown#dendsort#jpeg#tiff#fastcluster#EnrichedHeatmap#dendextend (>= 1.0.1)#grImport#grImport2#glue#GenomicRanges#gridtext#pheatmap (>= 1.0.12)#gridGraphics#gplots#rmarkdown#Cairo#Depends#Depends#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.9997965730219448,0.9588731196180482,0.4015837464609503,"High"
"themeSanofi","0.1.0.0009","/home/u1004798/tmp/temp_file_37f871e4138a/bp-art-themesanofi-0.1.0.0009","2024-07-24 07:56:51","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",0,0,1,1,0.2,0,0,1,0,0,1,0.5699762279100093,0,0,"ggplot2#cowplot#sysfonts#grDevices#showtext#checkmate#gtsummary (>= 1.7.2)#dplyr#rlang#htmltools#magick#purrr#sass#shiny#bslib#utils#plotly#stringr#usmap#flextable#gt#huxtable#kableExtra#conflicted#tibble#forcats#patchwork#broom#scales#knitr#rmarkdown#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.9975273768433653,0.09655800624682276,0.6079126874466596,"High"
"rstantools","2.3.1.1","/home/u1004798/tmp/temp_file_4aa67609286/rstantools","2024-07-24 08:02:55","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.16198704103671707,1,0,1,1,0,1,0.5399832612823376,0.5,0.7676000000000001,"desc#stats#utils#Rcpp (>= 0.12.16)#RcppParallel (>= 5.0.1)#rstan (>= 2.17.2)#usethis (>= 1.5.1)#testthat (>= 2.0.0)#knitr#pkgbuild#pkgload#roxygen2 (>= 6.0.1)#rmarkdown#rstudioapi#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.07585818002124355,0.9709285042822839,0.3450576840204924,"Medium"
"ggExtra","0.10.1","/home/u1004798/tmp/temp_file_325a5487c767/ggExtra","2024-07-24 09:37:19","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.16556291390728478,1,1,1,1,1,1,0.6324851971283099,0.4,0,"colourpicker (>= 1.0)#ggplot2 (>= 2.2.0)#grDevices#grid (>=
3.1.3)#gtable (>= 0.2.0)#miniUI (>= 0.1.1)#scales (>=
0.2.0)#shiny (>= 0.13.0)#shinyjs (>= 0.5.2)#utils#R6#knitr (>= 1.7)#rmarkdown#rstudioapi (>= 0.5)#testthat#vdiffr#fontquiver#svglite#withr#devtools#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.6224593312018546,0.663606549618862,0.3395368541536985,"Medium"
"ggrepel","0.9.4","/home/u1004798/tmp/temp_file_4c4b758d1005/ggrepel","2024-07-24 09:44:55","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.13032145960034752,1,1,1,1,1,1,0.6542169715591484,0,0,"ggplot2 (>= 2.2.0)#grid#Rcpp#rlang (>= 0.3.0)#scales (>= 0.5.0)#withr (>=
2.5.0)#knitr#rmarkdown#testthat#svglite#vdiffr#gridExtra#devtools#prettydoc#ggbeeswarm#dplyr#magrittr#readr#stringr#Rcpp#Depends#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo",0.6224593312018546,0.999716568905461,0.39618757711086894,"High"
"ggplot2","3.5.0","/home/u1004798/tmp/temp_file_534d3e7dbac6/ggplot2","2024-07-24 09:50:45","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,0.9901477832512315,1,0.006686875891583452,1,1,1,1,1,0.9964476021314387,0.009176366238556999,0,0,"cli#glue#grDevices#grid#gtable (>= 0.1.1)#isoband#lifecycle (> 1.0.1)#MASS#mgcv#rlang (>= 1.1.0)#scales (>=
1.3.0)#stats#tibble#vctrs (>= 0.5.0)#withr (>= 2.5.0)#covr#dplyr#ggplot2movies#hexbin#Hmisc#knitr#mapproj#maps#multcomp#munsell#nlme#profvis#quantreg#ragg (>=
1.2.6)#RColorBrewer#rmarkdown#rpart#sf (>= 0.7-3)#svglite
(>= 2.1.2)#testthat (>= 3.1.2)#vdiffr (>= 1.0.6)#xml2#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.9998766054240137,0.9999999999999998,0.3897979821337231,"High"
"circlize","0.4.15","/home/u1004798/tmp/temp_file_51dd3e312ebf/circlize","2024-07-24 11:07:23","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",0,0,1,1,0.01881821603312006,0,1,1,1,0,1,0.19662291317155223,0,0.0022,"graphics#GlobalOptions (>= 0.1.2)#shape#grDevices#utils#stats#colorspace#methods#grid#knitr#dendextend (>= 1.0.1)#ComplexHeatmap (>= 2.0.0)#gridBase#png#markdown#bezier#covr#rmarkdown#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.3775406687981454,0.9639666753922473,0.5727210046780564,"High"
"goftest","1.2-3","/home/u1004798/tmp/temp_file_51dd4e547ddc/goftest","2024-07-24 11:10:41","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0,0,1,0,1,0,1,0.6430351732775006,0.65,0.058499999999999996,"stats#Imports",1.2339457598623172e-4,0.5,0.5365750038013699,"High"
"lifecycle","1.0.4","/home/u1004798/tmp/temp_file_60541b01532e/lifecycle","2024-07-24 11:18:33","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.1404494382022472,1,1,1,1,1,1,0.5699762279100093,0.5,0.6615000000000001,"cli (>= 3.4.0)#glue#rlang (>= 1.1.0)#covr#crayon#knitr#lintr#rmarkdown#testthat (>= 3.0.1)#tibble#tidyverse#tools#vctrs#withr#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.07585818002124355,0.9998665818333243,0.2943366565439146,"Medium"
"maditr","0.8.3","/home/u1004798/tmp/temp_file_605460a09870/maditr","2024-07-24 11:20:42","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,0.9285714285714286,1,0.09493670886075949,0,1,1,1,0,0.926605504587156,0.2042278486341209,0.4,0.021,"data.table (>= 1.12.6)#magrittr (>= 1.5)#knitr#tinytest#utils#rmarkdown#stats#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.0024726231566347743,0.20261296809401,0.5261725911089059,"High"
"matrixStats","1.1.0","/home/u1004798/tmp/temp_file_605438f73f58/matrixStats","2024-07-24 11:22:51","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.057937427578215524,1,1,1,1,1,1,0.21632323620064653,0.30000000000000004,0.8832,"base64enc#ggplot2#knitr#markdown#microbenchmark#R.devices#R.rsp#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.0024726231566347743,0.9997514420062098,0.324003455045324,"Medium"
"BiocIO","1.3.0","/home/u1004798/tmp/temp_file_66a27b7f91cc/BiocIO","2024-07-24 14:05:04","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,1,1,0.3488372093023256,0,0,1,0,0,0.8666666666666667,0.6324851971283099,0.65,0.1176,"BiocGenerics#S4Vectors#methods#tools#testthat#knitr#rmarkdown#BiocStyle#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.004070137715896128,0.2251211526713282,0.5469042107906229,"High"
