"","pkg_name","pkg_version","pkg_source_path","date_time","executor","sysname","version","release","machine","comments","has_bug_reports_url","license","has_examples","has_maintainer","size_codebase","has_news","has_source_control","has_vignettes","has_website","news_current","export_help","export_calc","check","covr","dependencies","dep_score","revdep_score","overall_risk_score","risk_profile"
"92","doParallel","1.0.17","/tmp/RtmpgXMqDo/temp_file_63f1f09109d/doParallel-1.0.17","2024-04-19 11:55:48","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.277264325323475,0,1,1,1,0,1,0.710218732760062,0.4,0.2033,"foreach (>= 1.2.0)#iterators (>= 1.0.0)#parallel#utils#caret#mlbench#rpart#RUnit#Depends#Depends#Depends#Depends#Suggests#Suggests#Suggests#Suggests",0.00407013771589613,0.999995518571563,0.50075017624201,"High"
"93","foreach","1.5.2","/tmp/RtmpgXMqDo/temp_file_63f141412c07/foreach-1.5.2","2024-04-19 12:02:43","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.166481687014428,1,1,1,1,1,0.869565217391304,0.512757760099386,0.5,0.701,"codetools#utils#iterators#randomForest#doMC#doParallel#testthat#knitr#rmarkdown#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.00669285092428486,0.999999184692949,0.352966159491792,"High"
"94","gridExtra","2.3","/tmp/RtmpgXMqDo/temp_file_63f11b72d547/gridExtra","2024-04-19 12:10:42","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.186567164179104,0,0,1,0,0,1,0.562176500885798,0.4,0.4617,"gtable#grid#grDevices#graphics#utils#ggplot2#egg#lattice#knitr#testthat#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.0109869426305932,0.999994484376332,0.584459741004672,"High"
"95","bayesplot","1.10.0","/tmp/RtmpJbXsQH/temp_file_148a526e0e49/bayesplot-1.10.0","2024-04-22 10:27:53","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.882352941176471,1,0.00834213892442022,1,0,1,1,1,1,0.126531529038051,0,0,"dplyr (>= 0.8.0)#ggplot2 (>= 3.0.0)#ggridges#glue#posterior#reshape2#rlang (>= 0.3.0)#stats#tibble (>= 2.0.0)#tidyselect#utils#ggfortify#gridExtra (>= 2.2.1)#hexbin#knitr (>= 1.16)#loo (>= 2.0.0)#RColorBrewer#rmarkdown (>= 1.0.0)#rstan (>= 2.17.1)#rstanarm (>= 2.17.4)#rstantools (>= 1.5.0)#scales#shinystan (>= 2.3.0)#survival#testthat (>= 2.0.0)#vdiffr (>= 1.0.2)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.970687769248644,0.84145003565817,0.469836603293031,"High"
"96","coda","0.19-4","/tmp/RtmpJbXsQH/temp_file_148a166fb58f/coda-0.19-4","2024-04-22 10:38:06","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0438724773325534,0,0,0,0,0,1,0.381767973968925,0.75,0,"lattice#Imports",0.000123394575986232,0.999596046860623,0.688668862892841,"High"
"97","future","1.33.1","/tmp/RtmpJbXsQH/temp_file_148a40f7dc/future-1.33.1","2024-04-22 10:39:19","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.98,1,0.0252440255806126,1,1,1,1,1,0.838235294117647,0.307559699447578,0.75,0.719,"digest#globals (>= 0.16.1)#listenv (>= 0.8.0)#parallel#parallelly (>= 1.34.0)#utils#methods#RhpcBLASctl#R.rsp#markdown#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.0109869426305932,0.998616187402969,0.327827682764631,"Medium"
"98","gridGraphics","0.4-0","/tmp/RtmpJbXsQH/temp_file_148a6afe12ce/gridgraphics-0.4-0","2024-04-22 11:12:03","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.049883604921849,0,1,0,1,0,1,0.666185565559974,0,0,"grid#graphics#grDevices#magick (>= 1.3)#pdftools (>= 1.6)#Depends#Depends#Imports#Suggests#Suggests",0.000911051194400645,0.0965580062468228,0.689533471033642,"High"
"99","gridtext","0.1.4","/tmp/RtmpJbXsQH/temp_file_148a25a84adc/gridtext-0.1.4","2024-04-22 11:13:40","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.141376060320452,1,0,0,1,1,1,0.710218732760062,0.65,0.8514,"grid#grDevices#markdown#rlang#Rcpp#RCurl#png#jpeg#stringr#xml2#covr#knitr#rmarkdown#testthat#vdiffr#Rcpp#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo",0.182425523806356,0.341879626459442,0.384973823544241,"High"
"100","mice","3.15.0","/tmp/RtmpJbXsQH/temp_file_148a9a5feeb/mice-3.15.0","2024-04-22 11:16:53","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.947712418300654,1,0.0221336874723329,1,1,1,1,1,1,0.180740252467659,0.45,0.5613,"broom#dplyr#generics#graphics#grDevices#lattice#methods#Rcpp#rlang#stats#tidyr#utils#broom.mixed#decor#future#furrr#glmnet#haven#knitr#lme4#lmtest#MASS#metafor#mitml#miceadds#nnet#pan#parallelly#purrr#randomForest#ranger#rmarkdown#rpart#rstan#survival#testthat#cpp11#Rcpp#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo#LinkingTo",0.999925153772489,0.955016576583672,0.291633907054945,"Medium"
"101","Rcpp","1.0.11","/tmp/RtmpJbXsQH/temp_file_148a51ce87a6/Rcpp-1.0.11","2024-04-22 11:25:51","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.757575757575758,1,0.0647109577221743,0,1,1,1,0,0.807692307692308,0.526065368621414,0.1,0.034,"methods#utils#tinytest#inline#rbenchmark#pkgKitten (>= 0.1.2)#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.00150118225673699,0.999999999992014,0.61744631807186,"High"
"102","psbcGroup","1.5","/tmp/RtmpSUR224/temp_file_214925f0bbb7/psbcGroup-1.5","2024-04-22 12:00:27","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.124688279301746,0,0,0,0,0,1,0.666185565559974,0.55,0,"LearnBayes#SuppDists#mvtnorm#survival#Depends#Depends#Depends#Depends",0.0005527786369236,0.0965580062468228,0.705171793915956,"High"
"103","mvnfast","0.2.7","/tmp/RtmpRlCKQQ/temp_file_4518314a69/mvnfast-0.2.7","2024-04-22 13:21:27","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.365853658536585,0,1,1,1,0,1,0.612879086374252,0.4,0,"Rcpp (>= 0.12.0)#knitr#rmarkdown#testthat#mvtnorm#microbenchmark#MASS#plyr#RhpcBLASctl#Rcpp#RcppArmadillo#BH#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo#LinkingTo#LinkingTo",0.0293122307513563,0.70815311201666,0.524644588310141,"High"
"104","psbcGroup","1.5","/tmp/RtmpRlCKQQ/temp_file_451601dd737/psbcGroup-1.5","2024-04-22 13:26:27","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.124688279301746,0,0,0,0,0,1,0.666185565559974,0.55,0,"LearnBayes#SuppDists#mvtnorm#survival#Depends#Depends#Depends#Depends",0.0005527786369236,0.0965580062468228,0.705171793915956,"High"
"105","RcppEigen","0.3.3.9.4","/tmp/RtmpRlCKQQ/temp_file_4513552abb0/RcppEigen-0.3.3.9.4","2024-04-22 13:28:49","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.442477876106195,0,1,1,1,0,1,0.693596453153698,0,0,"Rcpp#Rcpp (>= 0.11.0)#stats#utils#Matrix#inline#tinytest#pkgKitten#microbenchmark#LinkingTo#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.00669285092428486,0.999805689988675,0.584825528749651,"High"
"106","splines2","0.5.1","/tmp/RtmpWo0mui/temp_file_60ec1d9d2d79/splines2-0.5.1","2024-04-22 16:06:20","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.135135135135135,1,1,1,1,1,1,0.569976227910009,0.3,0,"stats#graphics#Rcpp#Rcpp#RcppArmadillo#knitr#rmarkdown#tinytest#RcppArmadillo#Imports#Imports#Imports#LinkingTo#LinkingTo#Suggests#Suggests#Suggests#Suggests",0.00669285092428486,0.601011945747563,0.468952968156737,"High"
